id,name,category,x,y,visitorReviewCount,visitorReviewScore,searchName
36952160,스타벅스 신설동역점,카페,127.025604,37.576607,4078,4.46,스타벅스신설동역점 신설동역점
36339344,카페자스 광화문점,카페,126.974365,37.572495,398,4.21,카페자스
1676507985,코스빈,카페,129.00764,37.103443,13,4.25,코스빈
-2,-2,-2,-2.0,-2.0,-2,-2.0,모멘토카페 더핏불푸드
1802786061,커피락펍,"맥주,호프",126.97588,37.56321,160,4.4,커피락펍
918471900,달콤커피 한남동점,카페,127.00632,37.533394,244,4.43,달콤커피 신사역점
-2,-2,-2,-2.0,-2.0,-2,-2.0,알레그리아커피로스터스
1212541870,See U Bean,카페,127.1158,37.336876,46,4.34,SEE2카페
33292617,라콜롬브,카페,127.00397,37.580296,590,4.5,LACOLOMBE
36745384,스타벅스 현대미아점,카페,127.02875,37.60838,2683,4.41,스타벅스 미아점
-2,-2,-2,-2.0,-2.0,-2,-2.0,라뜰리에 SPC스퀘어점
36664518,로스팅플래닛,카페,126.92988,37.520805,132,4.28,로스팅플래닛
-2,-2,-2,-2.0,-2.0,-2,-2.0,웨이크업굿나잇
917401992,피터패트,카페,126.94883,37.50135,664,4.52,상도커피
-2,-2,-2,-2.0,-2.0,-2,-2.0,쥬씨인헌 시장점
38712448,공차 미아사거리점,차,127.03051,37.613667,2465,4.4,공차 미아사거리점
1095717187,카페림,"카페,디저트",127.037506,37.5745,364,-1.0,카페림
1779546115,카페 다올,"카페,디저트",126.85574,37.988625,83,4.49,카페다올
1237578300,하늘에커피 신수,"카페,디저트",126.93875,37.54683,28,-1.0,하늘에커피
365858525,멜로워 성수 더 플래그쉽,"카페,디저트",127.053215,37.542564,2158,4.5,멜로워
-2,-2,-2,-2.0,-2.0,-2,-2.0,마먕갸또
35664575,아이엠씨 홍대점,"카페,디저트",126.92373,37.550716,32,4.47,아이엠씨 홍대점
1824101998,KT그룹희망나눔재단R&D카페,"카페,디저트",127.02934,37.471325,203,4.51,KT 그룹희망나눔재단R&D
-2,-2,-2,-2.0,-2.0,-2,-2.0,국제강화유리문전동샷다방범창방충망
-2,-2,-2,-2.0,-2.0,-2,-2.0,달콤커피 송파파크하비오점
1655106093,카페도르가,카페,129.08202,35.189156,7,-1.0,카페 도르가
1983267165,cup&coffee,카페,126.94018,37.464687,10,5.0,CUP&COFFEE
-2,-2,-2,-2.0,-2.0,-2,-2.0,긱테이블
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페베네연세대학교의료원제중관점연세대학교의료원제중관점 연세대학교의료원제중관점
1249189254,스위스워터커피,카페,127.04675,37.512108,142,4.34,스위스워터커피 워터커피
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페 도시농업파믹스센터이야기북
32520452,투스푼,카페,126.86841,37.533253,15,4.64,투스푼
1438534853,칸틴커피 휘경점,"카페,디저트",127.06144,37.589577,104,4.47,칸틴 커피휘경점
1316041389,HAVE,여성의류,127.15538,37.36056,4,-1.0,Bhave
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페 비긴PC
12971401,배스킨라빈스 거여역,아이스크림,127.1438,37.49308,911,4.36,써티원베스킨라빈스
-2,-2,-2,-2.0,-2.0,-2,-2.0,윤scoffee
-2,-2,-2,-2.0,-2.0,-2,-2.0,타르타르 홍대서교점
37932476,카페일로,"카페,디저트",127.047935,37.549973,19,4.43,카페일로
107287171,카페루앤비 번동점,카페,127.033134,37.64026,354,4.37,루앤비까페
1230867611,카페 바람,"카페,디저트",126.93981,37.55797,117,4.64,카페바람
1616297201,욕심많은바보,라이브카페,126.97431,37.5534,5,-1.0,욕심많은바보
1902632584,널담은공간 해방촌점,카페,126.98545,37.544575,76,4.42,널담은공간
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페베네금호점 금호점
36283059,UCC COFFEE KOREA,"차,커피",127.02983,37.521347,2,-1.0,유씨씨커피한국
13413355,카베하네,카페,127.03223,37.527958,236,4.28,카베하네
-2,-2,-2,-2.0,-2.0,-2,-2.0,셧업커피숍
-2,-2,-2,-2.0,-2.0,-2,-2.0,카시나아카디움
1021865707,바우리,바(BAR),126.91429,37.546497,96,4.49,바우리
1165099894,카페미크,카페,127.04566,37.47768,6,-1.0,카페믹
1974985448,레몬트리카페,"카페,디저트",127.02563,37.518276,123,4.61,레몬트리카페
736523245,스타벅스 문정역점,카페,127.122284,37.485268,3705,4.39,스타벅스문정역점 문정역점
1947497964,꼬리,"정보통신,IT",126.97377,37.555504,3,-1.0,꼬리
-2,-2,-2,-2.0,-2.0,-2,-2.0,마이티가든
34975252,멍멍이다방 애견카페,애견카페,126.83488,37.54045,59,-1.0,멍멍이다방
1524335548,폴바셋 롯데마트 양평점,카페,126.89152,37.52633,1928,4.49,폴바셋롯데마트양평점 롯데마트양평점
1078749459,코너카페,"카페,디저트",126.62882,37.523705,58,-1.0,코너카페
20667924,카페 그곳,카페,126.86443,37.293324,266,4.42,이층까페
13396619,할리스 테크노마트점,카페,127.09571,37.535725,369,4.4,할리스커피테크노마트점 테크노마트점
32323508,카페 아스노바,카페,127.14091,37.53951,201,4.44,까페아스노바
1030070314,다미스해피슬라임,슬라임카페,126.86884,37.47556,18,4.0,다미스
-2,-2,-2,-2.0,-2.0,-2,-2.0,티하우스하다暇茶
1395030685,옹근달,"카페,디저트",127.053,37.54272,3674,4.35,롱블랙
1178493944,안녕대흘,펜션,126.666855,33.50882,-1,-1.0,"다시,안녕"
-2,-2,-2,-2.0,-2.0,-2,-2.0,떡가게종춘 천호역점
1979874543,BENESHE COFFEE,"카페,디저트",126.91185,37.584717,169,4.62,베네쉬커피
1356675156,긱스타 PC CAFE,PC방,127.05189,37.59188,4,-1.0,긱스타피씨카페
1849481192,자연드림 강동명일점,유기농산물,127.15521,37.552315,173,4.39,자연드림 명일점
34959674,메리미,"이벤트,파티",127.077225,37.65803,1,-1.0,메리미
1255203920,라바창박사,"문,창문",126.90064,37.654247,-1,-1.0,92문
538279728,남대문커피,테이크아웃커피,126.977005,37.56058,311,4.4,남대문커피
36297984,커피명가 안암점,카페,127.023506,37.580845,431,4.4,커피명가 안암점
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페띠아모 상수점
-2,-2,-2,-2.0,-2.0,-2,-2.0,토즈모임센터 양재점
1869344467,공원커피,카페,127.01855,37.56416,45,4.53,공원커피
1850895439,이디야커피 상계역사거리점,카페,127.07094,37.66113,316,4.29,이디야커피 상계역사거리점
1814635246,커피랑도서관 선릉역점,스터디카페,127.049385,37.503086,60,4.55,커피랑도서관 선릉역점
20561475,브라운홀릭,카페,127.028694,37.501045,570,4.44,브라운홀릭
-2,-2,-2,-2.0,-2.0,-2,-2.0,만랩커피용산문배케이씨씨점 용산문배KCC점
-2,-2,-2,-2.0,-2.0,-2,-2.0,디초콜릿커피앤 드파르나스몰점
-2,-2,-2,-2.0,-2.0,-2,-2.0,고디바케이트윈타워
1905701326,메가커피 잠실레이크팰리스점,카페,127.092575,37.507095,1901,4.57,메가커피 잠실레이크팰리스점
33351755,빈스빈스 이대점,카페,126.9454,37.558857,255,4.59,빈스빈스 커피이대점
-2,-2,-2,-2.0,-2.0,-2,-2.0,희망나눔카페하랑
1067012818,당신의 공간 틈,장소대여,126.86939,37.542114,2,-1.0,"당신의공간,틈"
1800430875,원모어커피바,"카페,디저트",127.10445,37.501396,39,4.8,원모어커피바
-2,-2,-2,-2.0,-2.0,-2,-2.0,플로클라쎄쿠키앤티
-2,-2,-2,-2.0,-2.0,-2,-2.0,CAFEYO카페요
20242966,엘빈,카페,126.9854,37.47689,235,4.4,엘빈
-2,-2,-2,-2.0,-2.0,-2,-2.0,CAFEMUNDO
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페 에뛰드
79104745,컵인더스튜디오,카페,127.06737,37.54294,34,4.66,컵인더스튜디오
1389769032,아마스빈 대흥역점,카페,126.9454,37.546547,510,4.35,아마스빈 대흥역점
-2,-2,-2,-2.0,-2.0,-2,-2.0,엔제리너스 테헤란점
1691786188,나의작은카페,"카페,디저트",126.826805,37.540043,-1,-1.0,나의작은카페
1107541552,빵굽는카페케이,카페,126.85476,37.50721,2,-1.0,빵굽는카페케이
-2,-2,-2,-2.0,-2.0,-2,-2.0,이브이알그라운드 대학로점
1250668979,파머스빈 상암직영점,카페,126.88818,37.582165,117,4.38,파머스빈
1216170884,더리터 지축역점,테이크아웃커피,126.914085,37.647644,69,-1.0,테이크아웃샵
19452565,소나카페테라,카페,126.83363,37.547874,95,4.38,테라커피숍
-2,-2,-2,-2.0,-2.0,-2,-2.0,강남에이스타워점커피더캠프프리미엄
793548382,이디야 미아송천점,카페,127.02235,37.614418,312,4.34,이디야커피 미아송천점
1517061731,one of c,"카페,디저트",126.92884,37.55837,125,4.55,원오브씨
1995176996,힐링빈스,카페,126.84401,37.520977,178,4.3,힐링빈스
38300449,고래상점,카페,126.91917,37.548603,254,4.34,고래상점
1974224526,담뿍미,건강음료,127.12356,37.52796,9,-1.0,담뿍미
32779465,줄리에뜨,"카페,디저트",127.00106,37.494026,120,4.63,JULIETTE
1757812735,뮤직인더카페,카페,127.020744,37.554478,71,4.45,더카페 뮤직인
445038474,누마레,패션,127.05624,37.541092,12,4.58,누마레
35928884,와겐커피,"카페,디저트",127.026764,37.626522,1440,4.33,와겐커피
1229628230,cafe w,"카페,디저트",126.957375,37.504887,38,4.5,CAFE.W
1263807442,현상소,"카페,디저트",129.10304,37.58329,214,4.74,카페 현상소
1631601516,행복자,한식,127.04059,37.482708,141,4.36,행복자
1493879199,cafe23,"카페,디저트",127.039955,37.667404,71,-1.0,카페23
13150028,사루비아,이탈리아음식,127.02366,37.520092,128,-1.0,사루비아
-2,-2,-2,-2.0,-2.0,-2,-2.0,헤비츠커피스토어
1340970304,카페퐁세,"카페,디저트",126.812584,37.39103,32,-1.0,퐁시
1923036804,커넥츠커피 망원점,"카페,디저트",126.910515,37.5549,266,4.54,커넥츠커피
1063256877,바른커피,"카페,디저트",127.06396,37.562763,193,4.38,바른커피
176295349,청년다방 구파발역점,분식,126.91949,37.635395,324,4.33,청년다방
1801607025,밀크커피,카페,126.92727,37.554653,40,4.38,밀크커피
-2,-2,-2,-2.0,-2.0,-2,-2.0,위프리플래닛
1937513030,보니타커피,카페,126.89651,37.536057,67,4.63,보니타커피
1286732465,카페위드유,"카페,디저트",127.09549,37.746006,8,-1.0,카페 위드유
1036259143,블루웨일파라다이스,미용실,127.14172,37.46518,189,4.93,파라다이스블루
1111406778,더벤티 면목역점,카페,127.088806,37.588474,444,4.44,더벤티 면목역점
740436252,봄애,"차,커피",127.084526,37.553055,124,4.93,봄애
1563981227,우주라이크커피 합정점,카페,126.91273,37.548634,157,4.38,우주라이크커피 합정역점
834932259,스타벅스 마곡GMG점,카페,126.829666,37.560486,3989,4.43,스타벅스 마곡GMG점
1922908596,더썬카페,"카페,디저트",126.843925,37.566486,138,4.3,더썬카페
1192454243,카페조이,"카페,디저트",126.84059,37.56997,187,4.4,카페조이
1672326929,더치프레소,"카페,디저트",126.94553,37.549896,77,4.31,더치프레소용산
-2,-2,-2,-2.0,-2.0,-2,-2.0,엔터브이알카페 강남역점
1501329817,앙꼬,"카페,디저트",127.04282,37.515217,311,4.48,앙꼬
940413316,카페 샌프란시스코,테이크아웃커피,126.97582,37.553707,349,4.48,샌프란시스코커피
1053820830,밀브릿지,양식,128.50356,37.693573,273,4.17,카페밀브리지
1219121758,매머드익스프레스 수서로즈데일점,카페,127.103264,37.48724,1057,4.37,매머드익스프레스수서로즈데일점
1332759240,아짐 커피로스터스,"카페,디저트",126.980995,37.58159,33,4.48,아짐커피로스터스
-2,-2,-2,-2.0,-2.0,-2,-2.0,공차 코리아세빛섬점
826764444,서울여성공예센터 더아리움,"공공,행정시설",127.07631,37.619766,-1,-1.0,서울여성공예센터
37086164,카페리빈 테헤란로 1호점,카페,127.043915,37.50229,110,4.47,카페 리빈논현점
-2,-2,-2,-2.0,-2.0,-2,-2.0,캔디미나우 현대백화점무역센터점
37461640,카컴피아,"자동차용품,액세서리",128.60736,35.254517,1,-1.0,유일코리아
1707105443,메이븐커피,카페,127.0351,37.59404,222,4.23,메이븐커피스토어
1539335197,카페루치아,"카페,디저트",126.98144,37.57096,141,4.43,카페루치아
35957885,카페온더문,테이크아웃커피,126.942406,37.589428,163,4.18,카페온더
1477170553,마로네,"카페,디저트",127.025314,37.58592,27,4.31,마로네
1506256688,쥬쥬바,"과일,주스전문점",127.24258,36.288544,47,4.33,쥬쥬바
38522170,엔제이파크,카페,126.98988,37.489017,10,4.56,엔제이파크
1563504133,익스큐즈미,"스파게티,파스타전문",126.9253,37.562897,150,4.9,익스큐즈미
-2,-2,-2,-2.0,-2.0,-2,-2.0,브라운팰리스커피숍
-2,-2,-2,-2.0,-2.0,-2,-2.0,커피베이강남삼성2동점 강남삼성2동점
20901100,니드,패션,126.99048,37.53317,1,-1.0,니드
-2,-2,-2,-2.0,-2.0,-2,-2.0,엔터브이알카페 명동점
1895888243,굿애프터눈,"속눈썹증모,연장",127.21719,37.234547,-1,-1.0,굿애프터눈
19886125,카페단추,카페,126.92555,37.555832,31,3.83,카페단추
1690803380,카페어게인,"카페,디저트",127.05011,37.542557,12,4.15,카페 어게인
-2,-2,-2,-2.0,-2.0,-2,-2.0,메가엠지씨커피 연신내역점
1099092209,라프하우스,"카페,디저트",126.9248,37.560684,224,4.92,파블로바
1796547385,문인커피,"카페,디저트",126.91848,37.56669,3,-1.0,문인커피
36166844,데일리짐&PT 구파발역점,헬스장,126.91933,37.63577,283,4.93,DAILY3
36883816,가베5225,"카페,디저트",126.90525,37.533844,86,4.58,가베5225
1114016368,카페아이엠티 중앙대평동캠퍼스점,카페,126.96635,37.567417,144,4.26,카페아이엠티
1135615097,윌라라커피 서초점,"카페,디저트",127.028786,37.486893,25,4.75,윌라라커피 서초점
657536347,마리웨일237 등촌역점,베이커리,126.86549,37.551468,340,4.3,마리웨일마카롱 등촌역점
-2,-2,-2,-2.0,-2.0,-2,-2.0,랑카커피생과일쥬스
-2,-2,-2,-2.0,-2.0,-2,-2.0,꿀스커피 잠실점
1280317575,Glyn.,카페,127.04686,37.479275,136,4.67,글린커피
34635389,폴바셋 신세계백화점 강남점,카페,127.00446,37.50475,4602,4.47,폴바셋 신세계강남점
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페AA삼청동점 삼청동점
-2,-2,-2,-2.0,-2.0,-2,-2.0,할리스 용산리첸시아점
1105406000,커피빵앗간,베이커리,127.038574,37.657635,54,4.19,커피빵앗간
295247725,그린클라우드 서면점,카페,129.06134,35.153564,39,4.48,그린클라우드커피
1886481455,오설록티하우스 아모레 성수점,차,127.05906,37.544548,700,4.54,오설록 강남점
1227549712,카페보니또 강남성심병원점,카페,126.908104,37.492683,167,4.35,카페보니또 강남성심병원점
19542893,더블컵커피,카페,126.98722,37.579277,123,-1.0,디씨씨커피
37492220,커피니 숙대점,카페,126.966736,37.54503,385,4.49,커피니 숙대점
-2,-2,-2,-2.0,-2.0,-2,-2.0,보그너커피응봉동점 응봉동점
1067105922,미드데이썬,케이크전문,127.131584,37.52626,227,4.58,미드데이썬
637691751,프라빈커피&데일리브레드 독바위역점,"카페,디저트",126.93326,37.618248,287,4.37,프라빈 커피&데일리브레드독바위역점
1861995750,GATHER COFFEE,카페,126.91303,37.59324,109,4.7,GATHERCOFFEE
37297790,펀펀점핑키즈카페,"키즈카페,실내놀이터",127.05083,37.174538,6,-1.0,유후와친구들
1137500822,카페512,"카페,디저트",127.20652,37.46745,1289,4.35,카페512
11679450,허형만의 압구정커피집,카페,127.02494,37.525646,73,4.6,허형만의압구정커피집
1237848914,통툰 망리단길점,만화방,126.90829,37.555634,55,4.48,만화카페통툰
711475258,씨큐브,"커피가공,제조",127.02279,37.44547,-1,-1.0,씨큐브
1542105060,카페 홈,카페,126.78069,37.499912,120,4.47,카페홈
1127216877,커피도가 헤리티지 신촌이대점,"카페,디저트",126.94507,37.558315,129,4.72,커피도가
1863454666,마운틴커피,주방용품,127.04331,37.617863,-1,-1.0,마운틴커피
1079130040,커피에피소드,"카페,디저트",127.05958,37.669617,31,4.67,커피에피소드
1459577273,와플대학 방학캠퍼스,와플,127.03119,37.662483,176,4.42,와플대학 방학캠퍼스
1114728948,노아스,주택,126.843666,37.546955,-1,-1.0,노아스
36943529,공차 명일역점,차,127.146484,37.550377,944,4.4,공차명일역점 명일역점
1778428273,로즈커피,"카페,디저트",126.923325,37.504143,37,4.63,로즈커피
-2,-2,-2,-2.0,-2.0,-2,-2.0,파니니
1578153331,와이블랙,"카페,디저트",126.87989,37.5848,5,-1.0,와이블랙
1840761224,봉산 편백나무 치유의 숲,"휴양림,산림욕장",126.90168,37.59538,-1,-1.0,LODGE
-2,-2,-2,-2.0,-2.0,-2,-2.0,봄꽃스토어
34585484,카페마마스 코엑스점,양식,127.059814,37.513092,3110,4.36,카페마마스코엑스점 코엑스점
1742284363,카페 어거스트러쉬,카페,126.86107,37.52143,57,4.43,러쉬 어거스트
-2,-2,-2,-2.0,-2.0,-2,-2.0,워시홀릭분당 용인센터
1472772714,오르세,패션,127.06785,37.59968,-1,-1.0,오르세
1506060074,알리바바 커피 종각점,카페,126.98051,37.570595,246,4.3,알리바바커피&도넛
1954217273,네아이가먹는강정,가공식품,127.02754,37.664177,-1,-1.0,네아이가먹는강정
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페베네이노시티점 이노시티점
21012441,농업회사법인아운,농업용품,128.84204,35.099064,1,-1.0,아운
-2,-2,-2,-2.0,-2.0,-2,-2.0,NEEDCAFE
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페꼰띠고 이마트점
414061627,스타벅스 금천시흥점,카페,126.903244,37.448723,2861,4.46,스타벅스 금천시흥점
1288541946,비에이블스터디카페 행당센터,스터디카페,127.033714,37.55826,1,-1.0,비에이블스터디카페
-2,-2,-2,-2.0,-2.0,-2,-2.0,드롭탑 삼성카드고객서비스점
-2,-2,-2,-2.0,-2.0,-2,-2.0,작업실 꼼발렌느&브런치마망IN엄마의
36561175,투썸플레이스 노원공릉점,카페,127.07588,37.626637,727,4.29,투썸플레이스 노원공릉점
1481785072,카페깔깔고블린,보드카페,126.91669,37.555397,11,4.28,카페 깔깔고블린
1442351178,셀렉토커피 신설동점,카페,127.02637,37.57436,115,4.38,셀렉토커피 신설동점
21017058,꺄페두,카페,129.37622,36.059986,37,4.23,Cafedoux까페두
1832415797,커피씨,카페,127.03378,37.513992,183,4.67,커피씨
1073506395,카페바이이브릭 강남본점,"카페,디저트",127.03299,37.493767,99,4.57,카페 바이이브릭
1025415085,작은갤러리,미술학원,126.707146,37.49604,-1,-1.0,작은갤러리
1663798597,블레이크커피,카페,127.08815,37.552307,144,-1.0,블레이크커피
-2,-2,-2,-2.0,-2.0,-2,-2.0,반디벅스
38759740,킹콩이농장,농공시설,127.05428,37.126297,-1,-1.0,킹콩이
-2,-2,-2,-2.0,-2.0,-2,-2.0,달콤커피 마리오아울렛점
1551662927,컵오브커피 방배1동점,카페,126.99229,37.48267,70,4.32,컵오브커피 방배1동점
36859942,이든케이크,케이크전문,126.95091,37.541042,96,4.59,이든케이크
-2,-2,-2,-2.0,-2.0,-2,-2.0,골드레이블커피
1726093950,상계청소년문화의집,청소년시설,127.05669,37.671158,-1,-1.0,상계청소년문화의집
1367637568,카페 필름포럼,"카페,디저트",126.9441,37.563778,126,4.3,카페필름포럼
21064635,아리스타커피 충무로점,카페,126.99025,37.56272,583,4.36,아리스타커피 충무로점
288139963,마시그래이 홍대와이즈파크점,카페,126.924934,37.55731,3,-1.0,카페 와이즈
1541666336,STUDY101,독서실,127.0818,37.646305,38,4.55,STUDY101
42688992,AM3 천안두정점,남성의류,127.13788,36.83356,19,4.38,에이엠쓰리
1629903967,주빈,인테리어디자인,127.03753,37.59103,-1,-1.0,주빈
1877031604,드림브릿지,장소대여,126.81006,37.57269,-1,-1.0,카페드림 브릿지
1804851163,카페서울숲 성동구청점,카페,127.03695,37.563435,1742,4.43,카페 서울숲성동구청점
-2,-2,-2,-2.0,-2.0,-2,-2.0,토즈모임센터신촌본점 신촌본점
21191701,트레이드웍스,욕실용품,127.025314,37.51746,-1,-1.0,트레이드웍스
-2,-2,-2,-2.0,-2.0,-2,-2.0,쥬스올러지
1333930295,라미카페,"카페,디저트",127.00019,37.60774,8,-1.0,라미카페
-2,-2,-2,-2.0,-2.0,-2,-2.0,슬로우잼
1107290253,대흥다방,다방,128.7251,36.56434,-1,-1.0,대흥다방
1185824050,시즌글라스 광진점,음료,127.07187,37.547092,4,-1.0,시즌글라스 광진점
1264750066,갑자기,카페,126.88697,37.497944,45,4.79,갑자기
84272959,24시 프리카페 성균관대점,24시프리카페,126.99742,37.583748,3,-1.0,프리카페
-2,-2,-2,-2.0,-2.0,-2,-2.0,지나칠수없는마카롱
264130312,쥬씨 연신내점,"과일,주스전문점",126.91909,37.618885,244,4.44,주스집
-2,-2,-2,-2.0,-2.0,-2,-2.0,카페 웨이유
-2,-2,-2,-2.0,-2.0,-2,-2.0,나인어클락커피광운대점 광운대점
-2,-2,-2,-2.0,-2.0,-2,-2.0,더벤티 목동파리공원점
826257733,타임랩 스튜디오,"영상,오디오,방송",127.02161,37.506504,-1,-1.0,TIME LAB타임랩
1086058310,Poseidon,"수산물가공,제조",129.06667,35.07471,-1,-1.0,Poseidon
1317896593,디저트 뒤 쥬르,"카페,디저트",127.058685,37.653214,703,4.53,디저트뒤쥬르
1860234912,하베르몰,기업,126.89996,37.51759,-1,-1.0,하베르몰
1097707797,투썸플레이스 강남역중앙점,카페,127.027954,37.4994,502,4.18,투썸플레이스강남역중앙점 강남역중앙점
-2,-2,-2,-2.0,-2.0,-2,-2.0,홍루이젠 은행사거리점
37039572,커피 리브레 타임스퀘어점,카페,126.90443,37.516876,4962,4.41,커피리브레 타임스퀘어점
1906910360,금커피별빙수 봉천점,카페,126.93323,37.487377,29,4.53,금커피숍
1734431744,진커피숍,카페,126.846664,37.503326,2,-1.0,진커피숍
36929441,구름정원coffeezip,"카페,디저트",126.93485,37.622463,117,4.32,커피구름
1106430760,더벤티 구파발역점,카페,126.918755,37.634754,318,-1.0,더벤티
37749833,스타벅스 둔촌동점,카페,127.13394,37.522724,1825,4.52,스타벅스둔촌동점 둔촌동점
775318741,이디야커피 마곡엠밸리점,카페,126.82334,37.562443,307,4.48,이디야커피 마곡엠밸리점
1918906970,키라쿠,"카페,디저트",127.03034,37.582767,232,4.61,키라쿠
1264228860,루이스의사물들,"카페,디저트",126.996796,37.568466,162,4.33,루이스의사물들
1854827132,커피마마 중랑점,카페,127.07463,37.597862,60,4.46,커피마마 중랑점
1566635288,자빈휘르마,"카페,디저트",127.05166,37.502663,22,4.59,자빈휘르마
1358339551,보그헤어 은평뉴타운점,미용실,126.91959,37.634857,440,-1.0,보그
-2,-2,-2,-2.0,-2.0,-2,-2.0,커피하우스 그라페
1189848769,보스커피앤브런치,"카페,디저트",126.94357,37.483635,193,4.47,보스커피&브런치
1082185161,카페 봄,"카페,디저트",127.04375,37.50461,461,4.56,카페봄
-2,-2,-2,-2.0,-2.0,-2,-2.0,엘리스스픈케익&커피 스픈케익&커피
-2,-2,-2,-2.0,-2.0,-2,-2.0,교보핫트랙스 디큐브시티점
1148328222,뚜띠에,아이스크림,126.84138,37.569874,85,4.76,뚜띠에
1752801463,Y brew,"카페,디저트",126.96679,37.52663,54,4.7,와이브루
1684511823,메가커피 신응암시장점,카페,126.91786,37.593784,1433,4.42,메가커피 응암시장점
1537698030,카페 드루와,"카페,디저트",126.897736,37.485992,191,4.4,카페드루와
1259026902,우지커피,"카페,디저트",127.00196,37.57882,1289,4.51,우지커피
1936200624,더리터 신사점,테이크아웃커피,127.02544,37.52491,345,4.39,더리터 신사점
1386364424,팔레트온,"카페,디저트",127.049324,37.62055,79,4.63,팔레트온
31317366,투썸플레이스 쌍문역점,카페,127.0334,37.646957,1150,4.4,투썸플레이스쌍문역점 쌍문역점
36960746,스타벅스 신월IC DT점,카페,126.83214,37.5295,4278,4.47,스타벅스 신월ICDT점
1212843905,컴포즈커피 여의도라이프점,카페,126.93916,37.519627,87,4.38,컴포즈커피 여의도라이프점
33434383,커피마마 종암점,카페,127.03349,37.59824,216,4.14,COFFEEMAMA커피마마 보문점
-2,-2,-2,-2.0,-2.0,-2,-2.0,데니스 석관점
-2,-2,-2,-2.0,-2.0,-2,-2.0,교보핫트랙스 동대문점
38525563,커피집,"카페,디저트",127.00853,37.558346,205,4.4,커피집
1043706544,굿뉴스 카페앤모어,"카페,디저트",126.96877,37.541046,396,4.53,카페굿뉴스
1196543569,아비아 카페,"카페,디저트",126.98487,37.579716,20,-1.0,카페 아비아
1029526160,셀렉트커피,카페,126.86083,37.525772,138,4.29,SELECTCOFFEE
1225832855,HYGGE,"카페,디저트",128.48404,35.849957,28,4.61,HYGGE
37302250,연비다육,"원예,화훼농원",127.325775,36.37625,12,4.69,에케
767616260,투썸플레이스 옥수역점,카페,127.01774,37.541668,724,4.32,투썸플레이스옥수역점 옥수역점
694520753,투썸플레이스 상계사거리점,카페,127.06172,37.65126,784,4.33,투썸플레이스 상계사거리점
35700313,어반플레이스 강남,호텔,127.028984,37.49165,31,4.13,어반플레이스
1063256877,바른커피,"카페,디저트",127.06396,37.562763,193,4.38,바른커피
36949069,할리스 교대역점,카페,127.012886,37.49283,1023,4.37,할리스커피 양재점
35545351,올리버스윗,베이커리,126.93526,37.573025,5,-1.0,올리버스윗
1529889927,수유간,카페,127.02759,37.643517,119,4.5,수유간
-2,-2,-2,-2.0,-2.0,-2,-2.0,저스트어모먼트
1227919987,커피에반하다 방화역점,카페,126.81316,37.57912,88,4.41,커피에반하다 방화역점
1554918048,타이트로프,"카페,디저트",126.84207,37.54804,16,4.44,타이트로프
1520852900,카페제이제이 중곡점,"카페,디저트",127.09062,37.556652,355,4.61,카페J
1379477278,블루아워,중개업,129.01471,35.114697,1,-1.0,블루아워
1683144019,폴바셋 종각역점,카페,126.98252,37.57116,3006,4.51,폴바셋 종각역점
-2,-2,-2,-2.0,-2.0,-2,-2.0,탐앤탐스홈플러스강서점 홈플러스강서점
37997625,카페 모베러블루스,"카페,디저트",127.22466,37.594536,23,4.4,모베러블루스
1023139254,639다이어나커피,"카페,디저트",127.11512,37.485287,31,4.56,639다이아나커피
-2,-2,-2,-2.0,-2.0,-2,-2.0,오리진커피0406
1427062563,플라워베르타,플라워카페,126.91893,37.60082,44,4.68,플라워카페
1118002705,디엔씨커피,카페,127.04254,37.474518,2,-1.0,DNCCOFFEE
36210613,스타벅스 문정로데오점,카페,127.126274,37.491837,3002,4.45,스타벅스 문정로데오점
1520124972,브라이트바버샵,이용원,127.06884,37.536995,61,-1.0,브라이트 건대점
34228343,모노치즈 서여의도점,카페,126.921906,37.529068,32,4.3,모노치즈 서여의도점
1422830320,Cafe KOHI,카페,127.011566,37.48193,138,4.36,CAFEKOHI
1117151128,달콤커피 경희의료원점,카페,127.05226,37.594395,849,4.42,달콤 커피경희의료원점
1092183040,캔다방가산점,"카페,디저트",126.89265,37.47241,54,4.55,캔다방 가산점
1775369429,카페145,"카페,디저트",127.080284,37.589912,20,4.39,카페 145
1875565000,커피로티,"카페,디저트",127.07802,37.59895,241,4.3,커피로티
1174088116,디어로열,"카페,디저트",127.0953,37.503815,31,5.0,디어로열
-2,-2,-2,-2.0,-2.0,-2,-2.0,달콤 국기원사거리점
1384585234,랑데자뷰 대학로점,"카페,디저트",127.001,37.584164,310,4.24,랑데자뷰대학로
36409911,공차 태평로점,차,126.9771,37.562965,1426,4.37,공차 태평로점
1806819289,우드리,한식,127.000885,37.576786,203,4.1,우드리
1035765330,고양이는귀여워,"카페,디저트",126.83156,37.550716,16,4.25,고양이는귀여워
