상호명,지점명,상권업종소분류명,지번주소,도로명주소,경도,위도,상호지점명,id,name,category,visitorReviewCount,visitorReviewScore
세운커피숍,,커피전문점/카페/다방,서울특별시 종로구 종로3가 171,서울특별시 종로구 종로 154-1,126.994728935882,37.5702181410353,세운커피숍,1928581431,세운커피숍,카페,9,평점없음
카페,사비나,커피전문점/카페/다방,서울특별시 은평구 진관동 9999-2,서울특별시 은평구 진관1로 93,126.929255482428,37.6301197676027,카페 사비나,1312604495,카페사비나,"카페,디저트",117,4.6
투썸플레이스,서일대점,커피전문점/카페/다방,서울특별시 중랑구 면목동 56-2,서울특별시 중랑구 용마산로 384,127.095198882632,37.5858621799426,투썸플레이스 서일대점,1169282066,투썸플레이스 서일대점,카페,933,4.46
베러커피,,커피전문점/카페/다방,서울특별시 은평구 응암동 578-34,서울특별시 은평구 응암로 229,126.917476067166,37.5924122857564,베러커피,1552558731,베러커피,"카페,디저트",112,4.8
스타벅스,상수역점,커피전문점/카페/다방,서울특별시 마포구 상수동 329-1,서울특별시 마포구 독막로 88,126.923207056972,37.5475029730671,스타벅스 상수역점,36864490,스타벅스 상수역점,카페,2728,4.5
카작,은평뉴타운점,커피전문점/카페/다방,서울특별시 은평구 진관동 107,서울특별시 은평구 진관2로 90,126.925812739148,37.6339628933898,카작 은평뉴타운점,36435605,카작 은평뉴타운점,카페,-1,평점없음
일커피,서울대입구역점,커피전문점/카페/다방,서울특별시 관악구 봉천동 1568-1,서울특별시 관악구 쑥고개로 123,126.950362359857,37.4791868078265,일커피 서울대입구역점,1765079617,일커피 서울대입구점,테마카페,92,4.38
"강감찬카페,에이미스",,커피전문점/카페/다방,서울특별시 관악구 봉천동 738-329,서울특별시 관악구 낙성대로 77,126.959360701436,37.4719588614601,"강감찬카페,에이미스",1807212722,강감찬카페 에이미스,"카페,디저트",397,4.28
달달해,,커피전문점/카페/다방,서울특별시 은평구 구산동 24-1,서울특별시 은평구 연서로11길 19-2,126.912917905515,37.608399741519,달달해,1357050085,달달해,카페,77,4.4
명품커피,,커피전문점/카페/다방,서울특별시 동대문구 답십리동 530-15,서울특별시 동대문구 고미술로 71,127.05503917695,37.5660308636762,명품커피,1558688876,명품커피,카페,-1,평점없음
데미타스커피상암DMC점,상암DMC점,커피전문점/카페/다방,서울특별시 마포구 상암동 1444,서울특별시 마포구 월드컵북로48길 57,126.896468608228,37.5780084545653,데미타스커피상암DMC점 상암DMC점,34348534,데미타스커피 상암DMC점,"카페,디저트",158,4.48
공차,마곡나루점,커피전문점/카페/다방,서울특별시 강서구 마곡동 757-5,서울특별시 강서구 마곡중앙로 165,126.827681742466,37.5685693198649,공차 마곡나루점,1558872491,공차 마곡나루점,차,1166,4.44
새날스토리,,커피전문점/카페/다방,서울특별시 구로구 개봉동 264-1,서울특별시 구로구 개봉로16길 18,126.85716952982,37.4899816404351,새날스토리,1356063317,새날스토리,"카페,디저트",21,4.44
커피베이행당점,행당점,커피전문점/카페/다방,서울특별시 성동구 행당동 140,서울특별시 성동구 고산자로6길 40,127.035455817503,37.5581685449559,커피베이행당점 행당점,223660529,커피베이 행당점,카페,287,4.27
이츠굿베이커리카페신내점,신내점,커피전문점/카페/다방,서울특별시 중랑구 신내동 462-4,서울특별시 중랑구 봉화산로56길 86,127.097560228485,37.6050364795661,이츠굿베이커리카페신내점 신내점,1593916703,이츠굿베이커리 신내점,베이커리,572,4.4
라프리앙,,커피전문점/카페/다방,서울특별시 광진구 구의동 220-34,서울특별시 광진구 구의로 18-2,127.089525776854,37.5393964771456,라프리앙,1163290291,라프리앙,"카페,디저트",72,4.46
키노겐,,커피전문점/카페/다방,서울특별시 마포구 마포동 349-15,서울특별시 마포구 마포대로4다길 17,126.944346187864,37.5362956720906,키노겐,1265303823,카페 키노겐,"카페,디저트",161,4.92
달렉스,,커피전문점/카페/다방,서울특별시 노원구 월계동 274-34,서울특별시 노원구 초안산로2라길 19-20,127.057889183335,37.63179367776,달렉스,1705824570,달렉스,"카페,디저트",74,4.66
커피베이,암사역점,커피전문점/카페/다방,서울특별시 강동구 암사동 515-24,서울특별시 강동구 상암로4길 22,127.126046951427,37.5495659943175,커피베이 암사역점,1123515940,커피베이 암사역점,카페,132,4.23
설빙,구파발역점,커피전문점/카페/다방,서울특별시 은평구 진관동 72,서울특별시 은평구 진관2로 29-21,126.919317816251,37.6357326648602,설빙 구파발역점,1094657504,설빙 구파발역점,빙수,199,평점없음
카페코넌,,커피전문점/카페/다방,서울특별시 강남구 논현동 236-14,서울특별시 강남구 봉은사로37길 7-9,127.036118149414,37.5084810190078,카페코넌,1816601272,카페코넌,카페,19,4.34
감성커피,방이역점,커피전문점/카페/다방,서울특별시 송파구 방이동 201-3,서울특별시 송파구 위례성대로16길 27,127.124094511658,37.5104006097115,감성커피 방이역점,1473958487,감성커피 방이역점,"카페,디저트",615,4.41
더벤티,롯데마트본사점,커피전문점/카페/다방,서울특별시 송파구 신천동 7-18,서울특별시 송파구 올림픽로 269,127.100564812841,37.5143686501931,더벤티 롯데마트본사점,1149019299,더벤티 롯데마트본사점,카페,174,4.38
컴포즈커피,노량진점,커피전문점/카페/다방,서울특별시 동작구 노량진동 89-9,서울특별시 동작구 노량진로16길 22,126.94370634525,37.5126645467716,컴포즈커피 노량진점,1253188110,컴포즈커피 노량진점,카페,814,4.51
이디야커피,명지대점,커피전문점/카페/다방,서울특별시 서대문구 남가좌동 324-35,서울특별시 서대문구 거북골로 33,126.924049056536,37.5794524407773,이디야커피 명지대점,18763492,이디야커피 명지대점,카페,363,4.32
엔제리너스,커피건대역점,커피전문점/카페/다방,서울특별시 광진구 화양동 6-1,서울특별시 광진구 능동로 103,127.070492724286,37.5403294572602,엔제리너스 커피건대역점,12785886,엔제리너스커피 건대역점,카페,2526,4.36
그라인드미커피로스터스,,커피전문점/카페/다방,서울특별시 영등포구 양평동1가 219-6,서울특별시 영등포구 영등포로11길 22-1,126.888340652931,37.524626846759,그라인드미커피로스터스,1517427282,그라인드미커피로스터스,"차,커피",1,평점없음
브레댄코,상도역점,커피전문점/카페/다방,서울특별시 동작구 상도1동 702-1,서울특별시 동작구 상도로 272,126.947685056343,37.5032030168133,브레댄코 상도역점,1398614705,브레댄코 상도역점,베이커리,740,4.26
빽다방,마곡나루역북부점,커피전문점/카페/다방,서울특별시 강서구 마곡동 757-3,서울특별시 강서구 마곡중앙5로1길 20,126.826526036349,37.5686389298063,빽다방 마곡나루역북부점,1053524947,빽다방 마곡나루역북부점,테이크아웃커피,264,4.66
카페,드리브,커피전문점/카페/다방,서울특별시 영등포구 영등포동1가 92-4,서울특별시 영등포구 경인로112길 1,126.913163057209,37.5182982958019,카페 드리브,1671524811,카페드리브,카페,190,4.47
휘카페마곡,본점,커피전문점/카페/다방,서울특별시 강서구 마곡동 772-5,서울특별시 강서구 마곡중앙6로 45,126.832707276538,37.5606179703113,휘카페마곡 본점,1511643728,휘카페 마곡본점,카페,40,4.5
경계선,,커피전문점/카페/다방,서울특별시 강북구 수유동 516-62,서울특별시 강북구 삼각산로 22-7,127.007089166629,37.6384862619684,경계선,801902370,경계선,카페,234,4.48
어반81,,커피전문점/카페/다방,서울특별시 강남구 삼성동 46-8,서울특별시 강남구 봉은사로67길 14,127.048564138513,37.5126186502961,어반81,36177969,어반81,"카페,디저트",143,4.59
카페,움라우트,커피전문점/카페/다방,서울특별시 강서구 화곡동 1032-4,서울특별시 강서구 강서로33가길 52,126.837552431224,37.5438074567111,카페 움라우트,1713123687,움라우트 카페,"카페,디저트",110,평점없음
억셉트커피,양재점,커피전문점/카페/다방,서울특별시 강남구 개포동 1187-4,서울특별시 강남구 논현로10길 20,127.050178731683,37.474453842572,억셉트커피 양재점,1440248212,억셉트커피 양재점,"카페,디저트",175,4.55
너만모르는밀크티,,커피전문점/카페/다방,서울특별시 종로구 체부동 209,서울특별시 종로구 자하문로1길 44,126.969785747738,37.5771483471929,너만모르는밀크티,1987513835,너만모르는밀크티,"카페,디저트",195,4.4
카페오세요,,커피전문점/카페/다방,서울특별시 구로구 구로동 650-4,서울특별시 구로구 구일로10길 27,126.872546321115,37.4961303474888,카페오세요,1160933084,카페오세요,카페,86,4.37
스타벅스대치은마사거리점,대치은마사거리점,커피전문점/카페/다방,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로 457,127.060159533829,37.4989974073525,스타벅스대치은마사거리점 대치은마사거리점,38457184,스타벅스 대치은마사거리점,카페,1532,4.42
커피빈,코리아서초뱅뱅사거리점,커피전문점/카페/다방,서울특별시 서초구 서초동 1361-1,서울특별시 서초구 강남대로 267,127.032321434472,37.4871580335374,커피빈 코리아서초뱅뱅사거리점,36948668,커피빈 서초뱅뱅사거리점,카페,656,4.48
투썸플레이스,종로알파빌딩점,커피전문점/카페/다방,서울특별시 종로구 서린동 70,서울특별시 종로구 종로 34,126.981093428371,37.5698309278738,투썸플레이스 종로알파빌딩점,1670762252,투썸플레이스 종로알파빌딩점,카페,1921,4.38
이디야커피,충무필동점,커피전문점/카페/다방,서울특별시 중구 필동2가 32-19,서울특별시 중구 퇴계로 218-5,126.996262635429,37.5613739400229,이디야커피 충무필동점,1291763438,이디야커피 충무필동점,카페,242,4.14
커피207,,커피전문점/카페/다방,서울특별시 중랑구 면목동 612-61,서울특별시 중랑구 사가정로 404-6,127.089276956277,37.5803022323062,커피207,1164176317,커피 207,카페,6,평점없음
마시찌롱,,커피전문점/카페/다방,서울특별시 관악구 봉천동 1686-7,서울특별시 관악구 솔밭로 4,126.962749198645,37.4779085803449,마시찌롱,1643113898,마시찌롱,"카페,디저트",119,4.41
카페동선,,커피전문점/카페/다방,서울특별시 광진구 광장동 326-11,서울특별시 광진구 아차산로76가길 24,127.106623136877,37.5470238295431,카페동선,1466541175,카페동선,카페,70,4.53
투썸플레이스논현역사거리점,논현역사거리점,커피전문점/카페/다방,서울특별시 강남구 논현동 120,서울특별시 강남구 강남대로 548,127.021867246934,37.5110219754521,투썸플레이스논현역사거리점 논현역사거리점,652000896,투썸플레이스 논현역사거리점,카페,2123,4.45
베이크어데이,,커피전문점/카페/다방,서울특별시 동대문구 이문동 288-17,서울특별시 동대문구 휘경로 3-13,127.060900452816,37.5968573296313,베이크어데이,1621132475,bake a day,베이커리,55,4.42
스타벅스,을지로국제빌딩점,커피전문점/카페/다방,서울특별시 중구 다동 111,서울특별시 중구 남대문로 109,126.982230332574,37.5669754231844,스타벅스 을지로국제빌딩점,841312312,스타벅스 을지로국제빌딩점,카페,4503,4.48
카페원웨이,,커피전문점/카페/다방,서울특별시 광진구 중곡동 121-30,서울특별시 광진구 천호대로119길 58,127.085978645882,37.5574441696902,카페원웨이,30926063,카페원웨이,"카페,디저트",45,4.5
투썸플레이스개화산역점,개화산역점,커피전문점/카페/다방,서울특별시 강서구 방화동 849,서울특별시 강서구 양천로 28,126.806896679784,37.5722445063632,투썸플레이스개화산역점 개화산역점,36948790,투썸플레이스 개화산역점,카페,444,4.39
메가커피,보라매점,커피전문점/카페/다방,서울특별시 동작구 신대방동 707,서울특별시 동작구 여의대방로 28,126.911676269508,37.4952628970615,메가커피 보라매점,1108313155,메가커피 보라매점,카페,805,4.39
홀빈,,커피전문점/카페/다방,서울특별시 중구 회현동1가 208,서울특별시 중구 소공로 35,126.981727023806,37.5582129519698,홀빈,1023656727,홀빈,"카페,디저트",220,4.53
투썸플레이스,강변CGV점,커피전문점/카페/다방,서울특별시 광진구 구의동 546-4,서울특별시 광진구 광나루로56길 85,127.095680669092,37.53571340911,투썸플레이스 강변CGV점,21037458,투썸플레이스 강변CGV점,카페,292,4.32
빽다방구로시장점,구로시장점,커피전문점/카페/다방,서울특별시 구로구 구로동 313-5,서울특별시 구로구 구로동로26길 125,126.891038366903,37.4898719260852,빽다방구로시장점 구로시장점,1327786186,빽다방 구로시장점,테이크아웃커피,718,4.51
보나비아티제,목동홈플러스점,커피전문점/카페/다방,서울특별시 양천구 목동 919-7,서울특별시 양천구 목동서로 170,126.873277717693,37.5302327290978,보나비아티제 목동홈플러스점,1509772136,아티제 목동홈플러스점,카페,690,4.38
스타벅스송파방이DT점,송파방이DT점,커피전문점/카페/다방,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로 241,127.120508852575,37.5065444620512,스타벅스송파방이DT점 송파방이DT점,38531319,스타벅스 송파방이DT점,카페,2337,4.52
토프레소,용두역점,커피전문점/카페/다방,서울특별시 동대문구 용두동 40-35,서울특별시 동대문구 고산자로 397,127.037751530396,37.5750368309847,토프레소 용두역점,34016164,토프레소 용두역점,카페,213,4.15
공차,동대문밀리오레점,커피전문점/카페/다방,서울특별시 중구 을지로6가 18-93,서울특별시 중구 장충단로13길 5,127.00831205519,37.5677380221183,공차 동대문밀리오레점,1791094396,공차 동대문밀리오레점,차,812,4.22
꽃올림,,커피전문점/카페/다방,서울특별시 관악구 신림동 10-314,서울특별시 관악구 신림로58길 32,126.931673352801,37.4823351638344,꽃올림,1733248690,꽃올림,카페,92,4.53
커피앳웍스,양재역점,커피전문점/카페/다방,서울특별시 서초구 서초동 1366-5,서울특별시 서초구 강남대로 241,127.033107183606,37.4849748974275,커피앳웍스 양재역점,1872765939,커피앳웍스 양재역점,카페,1213,4.42
커피에반하다,송파삼전점,커피전문점/카페/다방,서울특별시 송파구 삼전동 28-12,서울특별시 송파구 백제고분로22길 4,127.089169448109,37.5035587388999,커피에반하다 송파삼전점,1419907591,커피에반하다 송파삼전점,카페,90,4.17
투썸플레이스,성수SKV타워점,커피전문점/카페/다방,서울특별시 성동구 성수동2가 315-61,서울특별시 성동구 연무장5가길 25,127.055594654757,37.5435451350614,투썸플레이스 성수SKV타워점,1850384974,투썸플레이스 성수skv타워점,카페,1252,4.38
공차광운대점,광운대점,커피전문점/카페/다방,서울특별시 노원구 월계동 447-1,서울특별시 노원구 광운로 20,127.058227886321,37.6193170026861,공차광운대점 광운대점,1846030750,공차 광운대점,차,312,4.3
안풍커피,,커피전문점/카페/다방,서울특별시 금천구 가산동 371-106,서울특별시 금천구 가산디지털1로 181,126.880376783471,37.481418667301,안풍커피,1640090120,안풍커피,"카페,디저트",203,4.69
블루포트,적십자병원점,커피전문점/카페/다방,서울특별시 종로구 평동 164,서울특별시 종로구 새문안로 9,126.96718956735,37.5667546922405,블루포트 적십자병원점,1114588404,블루포트 서울적십자병원점,"카페,디저트",14,평점없음
약초마을,한방차,커피전문점/카페/다방,서울특별시 강서구 등촌동 696,서울특별시 강서구 공항대로41길 51,126.845763651157,37.5602237439063,약초마을 한방차,1688413519,약초마을한방차,차,-1,평점없음
올유니드면목점,면목점,커피전문점/카페/다방,서울특별시 중랑구 면목동 177-130,서울특별시 중랑구 겸재로3길 34,127.076643626456,37.5874935473258,올유니드면목점 면목점,69480779,올유니드 면목점,"카페,디저트",72,4.74
쥬씨,신월동점,커피전문점/카페/다방,서울특별시 양천구 신월동 961-5,서울특별시 양천구 지양로 74,126.83380303495,37.5222537654877,쥬씨 신월동점,225455268,쥬씨 신월동점,"과일,주스전문점",181,4.48
스타벅스서소문배재점,서소문배재점,커피전문점/카페/다방,서울특별시 중구 서소문동 57-9,서울특별시 중구 서소문로 99,126.972166856166,37.562878601942,스타벅스서소문배재점 서소문배재점,20669045,스타벅스 서소문배재점,카페,2300,4.46
요거프레소화곡푸르지오점,화곡푸르지오점,커피전문점/카페/다방,서울특별시 강서구 내발산동 714-4,서울특별시 강서구 강서로45길 49-4,126.832862250332,37.5477797972816,요거프레소화곡푸르지오점 화곡푸르지오점,31317119,요거프레소 화곡푸르지오점,카페,60,4.42
쥬씨,도봉역점,커피전문점/카페/다방,서울특별시 도봉구 도봉동 596-21,서울특별시 도봉구 도봉로167길 3,127.044598402875,37.6778827615636,쥬씨 도봉역점,1408538591,쥬씨 도봉역점,"과일,주스전문점",97,4.4
할리스커피,서대문역점,커피전문점/카페/다방,서울특별시 서대문구 충정로2가 5-14,서울특별시 서대문구 통일로9안길 28,126.965319837288,37.5660805604061,할리스커피 서대문역점,13396593,할리스 서대문역점,카페,553,4.32
카페,프루스트,커피전문점/카페/다방,서울특별시 강동구 천호동 354-5,서울특별시 강동구 올림픽로 677,127.124336213379,37.5419844626081,카페 프루스트,1861977324,카페프루스트,카페,71,4.34
홍과자점,,커피전문점/카페/다방,서울특별시 광진구 구의동 200-13,서울특별시 광진구 아차산로65길 8,127.094260984912,37.5408295241775,홍과자점,1988869021,홍과자점,베이커리,187,4.45
커피나커피너,,커피전문점/카페/다방,서울특별시 마포구 합정동 412-17,서울특별시 마포구 양화로6길 62,126.917545290787,37.5485234414723,커피나커피너,87471623,커피나커피너,"카페,디저트",174,4.29
카페,오트르,커피전문점/카페/다방,서울특별시 관악구 신림동 1680-13,서울특별시 관악구 난곡로 259,126.915307822337,37.4771762100741,카페 오트르,1381884935,카페오트르,"카페,디저트",185,4.36
597카페,,커피전문점/카페/다방,서울특별시 광진구 화양동 5-97,서울특별시 광진구 동일로22길 117-19,127.070794885572,37.5415122130575,597카페,1091854347,597카페,"카페,디저트",101,4.47
쥬씨가양역점,가양역점,커피전문점/카페/다방,서울특별시 강서구 등촌동 63-12,서울특별시 강서구 양천로 452,126.850805320542,37.5628498800968,쥬씨가양역점 가양역점,1056265991,쥬씨 가양역점,"과일,주스전문점",35,평점없음
쥬씨순천향병원점,순천향병원점,커피전문점/카페/다방,서울특별시 용산구 한남동 83-2,서울특별시 용산구 대사관로 80,127.006847794287,37.533071487359,쥬씨순천향병원점 순천향병원점,38691977,쥬씨 순천향병원점,"과일,주스전문점",188,4.36
에쏠로지구로2호점,구로2호점,커피전문점/카페/다방,서울특별시 구로구 구로동 97-5,서울특별시 구로구 가마산로 286,126.892001346262,37.496638804958,에쏠로지구로2호점 구로2호점,1503171511,에쏠로지 구로2호점,카페,324,4.4
레퓨지,,커피전문점/카페/다방,서울특별시 강남구 논현동 235-13,서울특별시 강남구 봉은사로 215,127.035558229724,37.5080439426039,레퓨지,1244317646,레퓨지,테마카페,12,4.45
카페샘,,커피전문점/카페/다방,서울특별시 성북구 상월곡동 57-23,서울특별시 성북구 화랑로15길 26-6,127.045059840573,37.6055604273064,카페샘,1745311632,카페샘,"카페,디저트",91,4.45
텐퍼센트커피,선릉점,커피전문점/카페/다방,서울특별시 강남구 역삼동 696-17,서울특별시 강남구 선릉로93길 10,127.047500702003,37.5055097667292,텐퍼센트커피 선릉점,1246301379,텐퍼센트커피 선릉점,카페,425,4.49
김화자카페,,커피전문점/카페/다방,서울특별시 도봉구 창동 657-19,서울특별시 도봉구 도봉로114길 50,127.037112019018,37.6475021765118,김화자카페,899063115,김화자 카페,"카페,디저트",249,4.63
더리터,대림역점,커피전문점/카페/다방,서울특별시 영등포구 대림동 809,서울특별시 영등포구 대림로29길 41,126.89553566341,37.4939327233444,더리터 대림역점,1995063032,더리터 대림역점,테이크아웃커피,97,4.25
오름카페,,커피전문점/카페/다방,서울특별시 서대문구 연희동 167-10,서울특별시 서대문구 연희로32길 134,126.938052459146,37.5795432114174,오름카페,53395633,오름카페,카페,308,4.35
스타벅스숙대점,숙대점,커피전문점/카페/다방,서울특별시 용산구 청파동3가 111-35,서울특별시 용산구 청파로47가길 7-11,126.967303679485,37.5445449985876,스타벅스숙대점 숙대점,12950424,스타벅스 숙대점,카페,2907,4.47
요거프레소,광운대점,커피전문점/카페/다방,서울특별시 노원구 월계동 496-3,서울특별시 노원구 광운로 17-9,127.057297860935,37.6194086907041,요거프레소 광운대점,32794107,요거프레소 광운대점,카페,130,4.68
투브이,,커피전문점/카페/다방,서울특별시 강서구 화곡동 1034-12,서울특별시 강서구 강서로39길 13,126.836958630223,37.5441530124957,투브이,1283522040,투브이,"카페,디저트",10,4.9
카페,인중독마곡점,커피전문점/카페/다방,서울특별시 강서구 마곡동 773-2,서울특별시 강서구 마곡중앙6로 16,126.828987013432,37.560391911309,카페 인중독마곡점,1550801258,카페인중독 마곡점,와플,91,평점없음
설빙,구로고척점,커피전문점/카페/다방,서울특별시 구로구 고척동 172-35,서울특별시 구로구 경서로 81,126.860641028772,37.5041255004838,설빙 구로고척점,1339936153,설빙 구로고척점,빙수,796,4.31
브레드앳홈,,커피전문점/카페/다방,서울특별시 성동구 응봉동 191-24,서울특별시 성동구 독서당로62길 24,127.033099638839,37.5504363088543,브레드앳홈,216944940,bread at home,베이커리,42,4.69
커피베이,서초점,커피전문점/카페/다방,서울특별시 서초구 서초동 1631-4,서울특별시 서초구 사임당로 108,127.021719407529,37.4902784793165,커피베이 서초점,94018566,커피베이 서초점,카페,59,4.62
커피온리,역삼초교점,커피전문점/카페/다방,서울특별시 강남구 역삼동 837-13,서울특별시 강남구 강남대로66길 14,127.031832834806,37.4917223883009,커피온리 역삼초교점,1187172384,커피온리 역삼초교점,카페,776,4.05
디피스트,,커피전문점/카페/다방,서울특별시 동작구 사당동 139-22,서울특별시 동작구 동작대로27길 31,126.980190086392,37.4873953264243,디피스트,1595266221,디피스트,"카페,디저트",317,4.54
홉슈크림,,커피전문점/카페/다방,서울특별시 영등포구 여의도동 23,서울특별시 영등포구 국제금융로 10,126.924863083917,37.5251722235016,홉슈크림,1021438447,홉슈크림 IFC몰점,베이커리,70,4.39
너브커피,,커피전문점/카페/다방,서울특별시 노원구 공릉동 683-23,서울특별시 노원구 화랑로 425-43,127.074567872461,37.6179595655838,너브커피,1154972119,너브커피,"카페,디저트",64,4.81
카페루스터,루스터,커피전문점/카페/다방,서울특별시 강남구 역삼동 725-15,서울특별시 강남구 논현로86길 22,127.039337067838,37.5000193034675,카페루스터 루스터,816346687,카페루스터,"카페,디저트",177,평점없음
더마카롱,,커피전문점/카페/다방,서울특별시 강서구 화곡동 341-16,서울특별시 강서구 강서로16길 32,126.848105707213,37.5330714234433,더마카롱,1021088101,더마카롱,베이커리,156,4.34
쥬씨,한양대점,커피전문점/카페/다방,서울특별시 성동구 행당동 3-30,서울특별시 성동구 마조로 29,127.041007710171,37.5603582625951,쥬씨 한양대점,1420279593,쥬씨 & 차얌 한양대점,"과일,주스전문점",66,4.44
아크로생과일,,커피전문점/카페/다방,서울특별시 강남구 도곡동 467-6,서울특별시 강남구 언주로30길 13,127.050661376693,37.4881358011443,아크로생과일,1710423039,아크로생과일,"카페,디저트",80,4.5
벨롱에스프레소,,커피전문점/카페/다방,서울특별시 광진구 화양동 110-40,서울특별시 광진구 능동로17길 34,127.071633593463,37.5468800649227,벨롱에스프레소,35545266,벨롱에스프레소,"카페,디저트",157,4.5
주스솔루션여의도IFC몰점,여의도IFC몰점,커피전문점/카페/다방,서울특별시 영등포구 여의도동 23,서울특별시 영등포구 국제금융로 10,126.924863083917,37.5251722235016,주스솔루션여의도IFC몰점 여의도IFC몰점,1287045809,주스솔루션 여의도IFC몰점,"과일,주스전문점",545,4.31
대림창고,,커피전문점/카페/다방,서울특별시 성동구 성수동2가 322-32,서울특별시 성동구 성수이로 78,127.056625874079,37.5416341405244,대림창고,37910590,성수동대림창고갤러리,"카페,디저트",1097,4.38
카페왓송,,커피전문점/카페/다방,서울특별시 동작구 사당동 1028-13,서울특별시 동작구 사당로28길 51,126.979475056067,37.4801086368326,카페왓송,1434659080,카페왓송,카페,117,4.84
투썸플레이스굽은다리역점,굽은다리역점,커피전문점/카페/다방,서울특별시 강동구 천호동 50-13,서울특별시 강동구 양재대로 1539,127.14174951296,37.5431485215404,투썸플레이스굽은다리역점 굽은다리역점,944184200,투썸플레이스 굽은다리역점,카페,559,4.22
공차롯데미아점,롯데미아점,커피전문점/카페/다방,서울특별시 강북구 미아동 70-6,서울특별시 강북구 도봉로 62,127.030502591623,37.6145872789839,공차롯데미아점 롯데미아점,1024264070,공차 롯데미아점,차,583,4.39
웨일즈커피트윈,시티점,커피전문점/카페/다방,서울특별시 용산구 동자동 56,서울특별시 용산구 한강대로 366,126.972894752757,37.5510812803324,웨일즈커피트윈 시티점,1407258422,웨일즈커피 트윈시티점,카페,141,4.2
THANKYOUCOFFEE,,커피전문점/카페/다방,서울특별시 관악구 봉천동 1696,서울특별시 관악구 보라매로5길 5,126.925560775781,37.4922903905464,THANKYOUCOFFEE,38342544,땡큐커피,"카페,디저트",181,평점없음
릿잇커피,,커피전문점/카페/다방,서울특별시 동작구 상도동 54-26,서울특별시 동작구 상도로47바길 48,126.953294857461,37.5040097402062,릿잇커피,1320889338,LITITCOFFEE,"카페,디저트",127,4.55
연수커피,,커피전문점/카페/다방,서울특별시 강남구 대치동 900-53,서울특별시 강남구 선릉로82길 40,127.053252550502,37.5032312828007,연수커피,327158618,연수커피,"카페,디저트",75,4.1
루나제이커피,,커피전문점/카페/다방,서울특별시 영등포구 양평동5가 39,서울특별시 영등포구 양평로 149,126.89154970317,37.5386501617274,루나제이커피,1125429426,루나제이커피,카페,242,4.38
카페플리츠미,,커피전문점/카페/다방,서울특별시 광진구 구의동 251-32,서울특별시 광진구 자양로 142,127.083563321248,37.5402514077644,카페플리츠미,37846080,카페플리츠미,"카페,디저트",89,4.43
CODE101,,커피전문점/카페/다방,서울특별시 관악구 봉천동 972-1,서울특별시 관악구 보라매로 7,126.927367388232,37.4901082487637,CODE101,37849433,CODE101,"카페,디저트",2004,4.92
아러바우트신사,,커피전문점/카페/다방,서울특별시 강남구 신사동 543-7,서울특별시 강남구 도산대로15길 24,127.023867573985,37.5198418045285,아러바우트신사,1132884869,아러바우트 신사,"카페,디저트",138,4.39
카페,느루,커피전문점/카페/다방,서울특별시 은평구 응암동 89-10,서울특별시 은평구 진흥로 50,126.920721575963,37.6013352008571,카페 느루,1217282238,카페느루,"카페,디저트",46,평점없음
카페보케,,커피전문점/카페/다방,서울특별시 용산구 이태원동 260-135,서울특별시 용산구 회나무로13길 52-22,126.990815193985,37.5414594674323,카페보케,1515316639,카페보케,"카페,디저트",19,4.65
도노커피푸른수목원점,수목원점,커피전문점/카페/다방,서울특별시 구로구 항동 81-1,서울특별시 구로구 연동로 240,126.823654403808,37.481957771396,도노커피푸른수목원점 수목원점,1942525942,도노커피 푸른수목원점,카페,1321,4.33
cafeOKLM,,커피전문점/카페/다방,서울특별시 성북구 안암동2가 139-9,서울특별시 성북구 고려대로 23,127.021675588828,37.5863028823482,cafeOKLM,1651212232,cafe OKLM,"카페,디저트",83,4.66
모뉴먼트커피,,커피전문점/카페/다방,서울특별시 강동구 성내동 80-14,서울특별시 강동구 올림픽로62길 5,127.12316744867,37.5364613311426,모뉴먼트커피,698440971,모뉴먼트커피,"카페,디저트",86,4.47
달콤픽,,커피전문점/카페/다방,서울특별시 도봉구 쌍문동 8-8,서울특별시 도봉구 방학로5길 44,127.037665930509,37.6607789056821,달콤픽,1070262091,달콤Pick,"카페,디저트",21,4.34
잔별,,커피전문점/카페/다방,서울특별시 종로구 봉익동 18-3,서울특별시 종로구 돈화문로10길 14,126.992422773864,37.5725051472624,잔별,1069896195,잔별,"카페,디저트",297,4.58
디유케이커피,,커피전문점/카페/다방,서울특별시 강서구 가양동 1498,서울특별시 강서구 양천로 401,126.847626185028,37.5656931816477,디유케이커피,887766094,디유케이커피,"카페,디저트",217,평점없음
ISLAND4199COFFEE,,커피전문점/카페/다방,서울특별시 은평구 역촌동 30-8,서울특별시 은평구 진흥로1길 36,126.918592335919,37.6036944329702,ISLAND4199COFFEE,1469615813,ISLAND 4199 COFFEE,카페,7,평점없음
카페,동양화점,커피전문점/카페/다방,서울특별시 영등포구 당산동1가 134-1,서울특별시 영등포구 영등포로27길 13,126.899100598904,37.5222407641717,카페 동양화점,1116275249,카페동양화점,"카페,디저트",35,평점없음
CAFE공일공칠,,커피전문점/카페/다방,서울특별시 중랑구 묵동 164-4,서울특별시 중랑구 숙선옹주로 6-9,127.078036696284,37.6149952631503,CAFE공일공칠,1789134390,카페공일공칠,"카페,디저트",10,4.81
